Company,Phone Number,Map Link,Website,Linkedin,E Mail
Cloud Ctrl Ai Software,07288998381,https://www.google.com/maps/place/Cloud+Ctrl+Ai+Software/data=!4m7!3m6!1s0x3bcb8df94f677d1d:0xc40ccdae4d114071!8m2!3d12.9358518!4d77.6198164!16s%2Fg%2F11slhj2qd7!19sChIJHX1nT_mNyzsRcUARTa7NDMQ?authuser=0&hl=en&rclk=1,Not present on google business profiles,https://au.linkedin.com/company/cloudctrl,[]
caytm technologies (Development centre of cred.ai),09611761943,https://www.google.com/maps/place/caytm+technologies+%28Development+centre+of+cred.ai%29/data=!4m7!3m6!1s0x3bae159601e377a9:0x895c06085088cbf7!8m2!3d12.918204!4d77.6453772!16s%2Fg%2F11h0v91mhv!19sChIJqXfjAZYVrjsR98uIUAgGXIk?authuser=0&hl=en&rclk=1,https://cred.ai/,https://www.linkedin.com/company/cred-ai,"['info@credai.org', 'contact@credaibengaluru.com', 'admin@credaichennai.in']"
ezee.ai,Not present on google business profiles,https://www.google.com/maps/place/ezee.ai/data=!4m7!3m6!1s0x3bae151675904d61:0x221e82efd964f9f6!8m2!3d12.9196149!4d77.5757421!16s%2Fg%2F11rpc0g8sj!19sChIJYU2QdRYVrjsR9vlk2e-CHiI?authuser=0&hl=en&rclk=1,https://ezee.ai/contact-us/,https://in.linkedin.com/company/ezeeai,['sales@ezee.ai']
eightfold.ai (India / Bangalore),Not present on google business profiles,https://www.google.com/maps/place/eightfold.ai+%28India+%2F+Bangalore%29/data=!4m7!3m6!1s0x3bae1575de960c9f:0x13b5ad08c20bbd6d!8m2!3d12.9363702!4d77.6107887!16s%2Fg%2F11rzgwdk1z!19sChIJnwyW3nUVrjsRbb0LwgittRM?authuser=0&hl=en&rclk=1,https://eightfold.ai/,https://www.linkedin.com/company/eightfoldai,"['info@eightfold.ai', 'sgoel@eightfold.ai', 'sandesh@gmail.com', 'legal@eightfold.ai']"
Hyena Information Technologies - Mobile App Development Company in Bangalore,07995563989,https://www.google.com/maps/place/Hyena+Information+Technologies+-+Mobile+App+Development+Company+in+Bangalore/data=!4m7!3m6!1s0x3bae154b86cbe5b7:0x97bafc39f8e7d052!8m2!3d12.9148642!4d77.5865006!16s%2Fg%2F11ry3fhkf4!19sChIJt-XLhksVrjsRUtDn-Dn8upc?authuser=0&hl=en&rclk=1,https://www.hyena.ai/contact-us/,https://in.linkedin.com/company/hyena-information-technologies,[]
Bhashini AI Solutions Private Limited,07019540117,https://www.google.com/maps/place/Bhashini+AI+Solutions+Private+Limited/data=!4m7!3m6!1s0x3bae0579c9da2135:0x3806bd7fc399da5d!8m2!3d13.0737274!4d77.7862572!16s%2Fg%2F11cjk0wfb6!19sChIJNSHayXkFrjsRXdqZw3-9Bjg?authuser=0&hl=en&rclk=1,http://www.bhashini.ai/,https://in.linkedin.com/company/bhashini-ai,[]
Gyrus AI,Not present on google business profiles,https://www.google.com/maps/place/Gyrus+AI/data=!4m7!3m6!1s0x3bae13590292457b:0x9adf63c07c4cbab5!8m2!3d12.9566511!4d77.6999673!16s%2Fg%2F11sp50ycvd!19sChIJe0WSAlkTrjsRtbpMfMBj35o?authuser=0&hl=en&rclk=1,https://gyrus.ai/,https://in.linkedin.com/company/gyrusai,"['Email ID: *****@gyrus.ai', ""Gyrus AI's email format typically follows the pattern of First@gyrus.ai""]"
"Jellies Phone Company / We Develop Mobile apps (Flutter, React, Android.)",06363449608,"https://www.google.com/maps/place/Jellies+Phone+Company+%2F+We+Develop+Mobile+apps+%28Flutter,+React,+Android.%29/data=!4m7!3m6!1s0x3bae0fa904b8ddab:0xbc726232fdd22e45!8m2!3d12.9860017!4d77.7403797!16s%2Fg%2F11p10m_x4k!19sChIJq924BKkPrjsRRS7S_TJicrw?authuser=0&hl=en&rclk=1",Not present on google business profiles,https://in.linkedin.com/company/jellies-ai,[]
sysotel.ai,Not present on google business profiles,https://www.google.com/maps/place/sysotel.ai/data=!4m7!3m6!1s0x3bae119694032df9:0xfe3224d32ecc110a!8m2!3d12.9582507!4d77.7446148!16s%2Fg%2F11rmw3fvjz!19sChIJ-S0DlJYRrjsRChHMLtMkMv4?authuser=0&hl=en&rclk=1,https://sysotel.ai/book-demo,https://in.linkedin.com/company/sysotel,"['info@sysotel.ai', 'sysotelindia@gmail.com', 'support@sysotel.ai', 'investors@sysotel.ai']"
Collectiv AI,Not present on google business profiles,https://www.google.com/maps/place/Collectiv+AI/data=!4m7!3m6!1s0x3bae17916e843b57:0x79483bb82d5cc626!8m2!3d12.9739085!4d77.6345925!16s%2Fg%2F11svbnrgkx!19sChIJVzuEbpEXrjsRJsZcLbg7SHk?authuser=0&hl=en&rclk=1,https://dowhile.ai/,https://www.linkedin.com/company/dowhile-ai,['Email ID: *****@collectivai.com']
Venturesoft.ai,09255233350,https://www.google.com/maps/place/Venturesoft.ai/data=!4m7!3m6!1s0x3bae14b0f43d48fd:0x67348144e4b52c7f!8m2!3d12.8913688!4d77.6413324!16s%2Fg%2F11b69ww1qc!19sChIJ_Ug99LAUrjsRfyy15ESBNGc?authuser=0&hl=en&rclk=1,http://www.venturesoft.ai/,https://www.linkedin.com/company/venturesoft-global,"['vai@venturesoftglobal.com', 'murali.som@gmail.com', 'info@venturesoft.ai', 'muralidharan@venturesoft.ai']"
Crest AI,09538424384,https://www.google.com/maps/place/Crest+AI/data=!4m7!3m6!1s0x3bae159362d32f35:0x620169dd1e036e0b!8m2!3d12.9134498!4d77.6338963!16s%2Fg%2F11k9tgw91k!19sChIJNS_TYpMVrjsRC24DHt1pAWI?authuser=0&hl=en&rclk=1,http://www.getcrest.ai/,https://in.linkedin.com/company/get-crest,"['info@crestdata.ai', 'info@crestcreationz.com', 'sales@getcrest.ai', 'yb@getcrest.ai', 'vineet.loonker@springernature.com']"
Niti AI,09108124306,https://www.google.com/maps/place/Niti+AI/data=!4m7!3m6!1s0x3bae15004c1c8269:0x33c122b676b3b837!8m2!3d12.9134793!4d77.6516316!16s%2Fg%2F11vs3kmzdd!19sChIJaYIcTAAVrjsRN7izdrYiwTM?authuser=0&hl=en&rclk=1,http://www.niti.ai/,https://in.linkedin.com/company/nitiai,"['devansh.imnu@gmail.com', 'Email ID: *****@niti.ai', 'hurryharan@gmail.com or hari@niti.ai', 'coffee@niti.ai']"
Hypergro HQ,Not present on google business profiles,https://www.google.com/maps/place/Hypergro+HQ/data=!4m7!3m6!1s0x3bae15f3e4e096db:0x91fe9fa4df1e9880!8m2!3d12.9089161!4d77.6487169!16s%2Fg%2F11srfvgwnh!19sChIJ25bg5PMVrjsRgJge36Sf_pE?authuser=0&hl=en&rclk=1,https://hypergro.ai/,https://in.linkedin.com/company/hypergro,"['contact@gro.care', 'nehasoman24@gmail.com']"
Famous AI Tools,Not present on google business profiles,https://www.google.com/maps/place/Famous+AI+Tools/data=!4m7!3m6!1s0x3bae1543617b561b:0x9e103226019782cd!8m2!3d12.916668!4d77.6425651!16s%2Fg%2F11vrd89bpv!19sChIJG1Z7YUMVrjsRzYKXASYyEJ4?authuser=0&hl=en&rclk=1,https://famousaitools.ai/,https://www.linkedin.com/company/famous-ai,['famousaitool@gmail.com']
Eduleem School of Cloud and AI,09606457497,https://www.google.com/maps/place/Eduleem+School+of+Cloud+and+AI/data=!4m7!3m6!1s0x3bae150f63c732ed:0xaf315d69eed537c1!8m2!3d12.916564!4d77.6358442!16s%2Fg%2F11k4w_6s2j!19sChIJ7TLHYw8VrjsRwTfV7mldMa8?authuser=0&hl=en&rclk=1,https://eduleem.com/cloud-computing-courses-in-bangalore/,https://eduleem.com/cloud-computing-expert-program/,"['Info@Eduleem.com', 'Email: info@eduleem.com']"
Bohni AI,08951251908,https://www.google.com/maps/place/Bohni+AI/data=!4m7!3m6!1s0x3bae156ed9ea23e5:0x6490387378268cc9!8m2!3d12.911862!4d77.6445923!16s%2Fg%2F11lggxjr22!19sChIJ5SPq2W4VrjsRyYwmeHM4kGQ?authuser=0&hl=en&rclk=1,Not present on google business profiles,https://in.linkedin.com/company/bohni,"['kristen@bohni.io', 'hr@bobble.ai', 'name@bounti.ai', 'eMail:sales@botshot.ai', 'ankita@bobble.ai']"
Newron AI,09205439973,https://www.google.com/maps/place/Newron+AI/data=!4m7!3m6!1s0x3bae1501ba45ee53:0x640067891a63ed1b!8m2!3d12.9186599!4d77.6451699!16s%2Fg%2F11t88g7cp1!19sChIJU-5FugEVrjsRG-1jGolnAGQ?authuser=0&hl=en&rclk=1,https://newron.ai/,https://in.linkedin.com/company/newron,"['info@newron.com', 'info@neuron7.ai', 'contact@ineuron.ai', 'name@newron.ai', 'Email ID: *****@newron.ai']"
"Pattem Digital - UX/UI Design Research, Web and Mobile App, CMS, ROR, AEM, Sitecore, AI, Cloud.",09901337558,"https://www.google.com/maps/place/Pattem+Digital+-+UX%2FUI+Design+Research,+Web+and+Mobile+App,+CMS,+ROR,+AEM,+Sitecore,+AI,+Cloud./data=!4m7!3m6!1s0x3bae15650b487bb9:0x539a677a70c61407!8m2!3d12.9783438!4d77.7278584!16s%2Fg%2F11hdb4c74x!19sChIJuXtIC2UVrjsRBxTGcHpnmlM?authuser=0&hl=en&rclk=1",http://www.pattemdigital.com/,https://in.linkedin.com/company/pattem-digital-technologies,[]
Resolute AI Software Private Limited,07406938888,https://www.google.com/maps/place/Resolute+AI+Software+Private+Limited/data=!4m7!3m6!1s0x3bae151937246773:0xb56b3a73df507d82!8m2!3d12.9036455!4d77.6014078!16s%2Fg%2F11v03ypxbw!19sChIJc2ckNxkVrjsRgn1Q33M6a7U?authuser=0&hl=en&rclk=1,http://resoluteaisoftware.in/,https://in.linkedin.com/company/resolute-ai,"['jha0073@yahoo.co.in', 'employer@internshala.com', 'sanjayjha@resoluteai.in']"
Yellow.ai,Not present on google business profiles,https://www.google.com/maps/place/Yellow.ai/data=!4m7!3m6!1s0x3bae152b898c10d1:0x18caa779b2e5de2f!8m2!3d12.9338125!4d77.6203125!16s%2Fg%2F11sf6g54jv!19sChIJ0RCMiSsVrjsRL97lsnmnyhg?authuser=0&hl=en&rclk=1,https://yellow.ai/request-demo/,https://in.linkedin.com/company/yellowdotai,"['support@yellow.ai', 'sales@yellow.ai']"
Ubona: Voice Bots| Automated conversational AI bot | Call Center Automation in India,09035063802,https://www.google.com/maps/place/Ubona:+Voice+Bots%7C+Automated+conversational+AI+bot+%7C+Call+Center+Automation+in+India/data=!4m7!3m6!1s0x3bae149ab000df11:0xd3c65588ba36e899!8m2!3d12.9123446!4d77.6427981!16s%2Fg%2F1ydpvbcrt!19sChIJEd8AsJoUrjsRmeg2uohVxtM?authuser=0&hl=en&rclk=1,http://www.ubona.com/,https://in.linkedin.com/company/ubona,"['infosec@ubona.com', 'linda@ubsforums.com', ""first '.' last@ubona.com""]"
ABATA AI,Not present on google business profiles,https://www.google.com/maps/place/ABATA+AI/data=!4m7!3m6!1s0xa1841d116d1a818f:0x129059a8e0a348bd!8m2!3d12.9051757!4d77.6331155!16s%2Fg%2F11vxyccn4c!19sChIJj4EabREdhKERvUij4KhZkBI?authuser=0&hl=en&rclk=1,https://www.abata.in/,https://www.linkedin.com/company/abata-therapeutics,"['support@abata.in', 'info@abata.in', 'FLast@abatatx.com', 'first_initial}{last}@abatatx.com', 'sales@abatacommerce.com']"
Neural Coder AI,07406501233,https://www.google.com/maps/place/Neural+Coder+AI/data=!4m7!3m6!1s0x3bae14050c2467db:0x2c385816439fb53!8m2!3d12.9600233!4d77.6445466!16s%2Fg%2F11vzdtcnrx!19sChIJ22ckDAUUrjsRU_s5ZIGFwwI?authuser=0&hl=en&rclk=1,https://tech.neuralcoderai.com/,https://in.linkedin.com/company/neural-coder-ai,"['sales@Neuralcoderai.com', 'sales@neuralcoderai.com', 'last@neuralbrain.com']"
Omind.ai,Not present on google business profiles,https://www.google.com/maps/place/Omind.ai/data=!4m7!3m6!1s0x3bae159cb1ef631d:0xfc9cbbce6d9e4db4!8m2!3d12.9154613!4d77.6449311!16s%2Fg%2F11l2pstfhh!19sChIJHWPvsZwVrjsRtE2ebc67nPw?authuser=0&hl=en&rclk=1,https://www.omind.ai/,https://in.linkedin.com/company/omind-ai,[]
Revsure AI,Not present on google business profiles,https://www.google.com/maps/place/Revsure+AI/data=!4m7!3m6!1s0x3bae17000818efff:0x5abd2ca5d9e53581!8m2!3d12.9732614!4d77.6407319!16s%2Fg%2F11wq2_x5bx!19sChIJ_-8YCAAXrjsRgTXl2aUsvVo?authuser=0&hl=en&rclk=1,https://www.revsure.ai/,https://in.linkedin.com/company/revsureai,"['sales@revsure.ai', 'privacy@revsure.ai', 'Email: *****@gmail.com', 'dsdhingra@gmail.com']"
Autonomize AI India Pvt Ltd,Not present on google business profiles,https://www.google.com/maps/place/Autonomize+AI+India+Pvt+Ltd/data=!4m7!3m6!1s0x3bae17778aaa4fd9:0x4d416fcce0225b51!8m2!3d12.9735715!4d77.6093191!16s%2Fg%2F11vj5f8zb5!19sChIJ2U-qincXrjsRUVsi4MxvQU0?authuser=0&hl=en&rclk=1,https://autonomize.ai/,https://in.linkedin.com/company/autonomizeai,"['Email ID: *****@autonomize.ai', 'email. ******@autonomize.ai']"
CronJ IT Technologies Pvt. Ltd.,07093705150,https://www.google.com/maps/place/CronJ+IT+Technologies+Pvt.+Ltd./data=!4m7!3m6!1s0x3bae149de151706b:0x9c9708bf778cec7e!8m2!3d12.9078424!4d77.6379312!16s%2Fg%2F11q2ykczq4!19sChIJa3BR4Z0UrjsRfuyMd78Il5w?authuser=0&hl=en&rclk=1,https://www.cronj.com/,https://in.linkedin.com/company/cronjit,"['contact@cronj.com', 'caqusroo@gmail.com', 'name@cronj.com']"
Unscript.AI Private Limited,Not present on google business profiles,https://www.google.com/maps/place/Unscript.AI+Private+Limited/data=!4m7!3m6!1s0x3bae1595f3b8a22f:0x490c863be7cb0523!8m2!3d12.9126561!4d77.6522155!16s%2Fg%2F11k4frfn3j!19sChIJL6K485UVrjsRIwXL5zuGDEk?authuser=0&hl=en&rclk=1,https://unscript.ai/,https://in.linkedin.com/company/unscriptai,"['contact@unscript.ai', 'unscriptai@gmail.com', 'name@unscript.ai']"
Irin AI,Not present on google business profiles,https://www.google.com/maps/place/Irin+AI/data=!4m7!3m6!1s0x6052e3def54f08bb:0xdb102f69e02a7abf!8m2!3d12.9796796!4d77.7246409!16s%2Fg%2F11j_2zf_yf!19sChIJuwhP9d7jUmARv3oq4GkvENs?authuser=0&hl=en&rclk=1,https://irin.ai/,https://in.linkedin.com/company/irindotai,"['contact@irin.ai', 'Email: *****@gmail.com', 'nishantanshul@gmail.com']"
Snowmountain AI,Not present on google business profiles,https://www.google.com/maps/place/Snowmountain+AI/data=!4m7!3m6!1s0x3bae15290a7ba717:0x9bef90066e3ba936!8m2!3d12.9655604!4d77.638638!16s%2Fg%2F11ksmsnnzf!19sChIJF6d7CikVrjsRNqk7bgaQ75s?authuser=0&hl=en&rclk=1,https://snowmountain.ai/,https://in.linkedin.com/company/snow-mountain-ai,"['sherpa@snowmountain.ai', 'Email ID: *****@snowmountain.ai', 'name@snowmountain.ai']"
PepperTree.AI Pvt. Ltd,Not present on google business profiles,https://www.google.com/maps/place/PepperTree.AI+Pvt.+Ltd/data=!4m7!3m6!1s0x3bae159198df76e9:0x1e65c28760f2a2ff!8m2!3d12.9148636!4d77.5865197!16s%2Fg%2F11stv2xcmg!19sChIJ6XbfmJEVrjsR_6LyYIfCZR4?authuser=0&hl=en&rclk=1,http://giropie.com/,https://in.linkedin.com/company/peppertreeai,['ns.manjunatha@peppertree.ai']
Vector AI Private Limited,Not present on google business profiles,https://www.google.com/maps/place/Vector+AI+Private+Limited/data=!4m7!3m6!1s0x2df279e65ada0b09:0xd0f15290867afbab!8m2!3d12.9102584!4d77.6458227!16s%2Fg%2F11wn_ll2gq!19sChIJCQvaWuZ58i0Rq_t6hpBS8dA?authuser=0&hl=en&rclk=1,https://calendly.com/vectorai-aisdr/20min,https://in.linkedin.com/company/vectorai-inc,"['ravikota532@gmail.com', 'info@vectorai.in', 'Email: *****@gmail.com', 'hello@vector-ai.co', 'office@kprc.co.in']"
GoodWorkLabs - AI | Gaming | Mobile App Development Company in HSR Layout,Not present on google business profiles,https://www.google.com/maps/place/GoodWorkLabs+-+AI+%7C+Gaming+%7C+Mobile+App+Development+Company+in+HSR+Layout/data=!4m7!3m6!1s0x3bae159990be1d5d:0x767eb3a88f18f3f2!8m2!3d12.9092107!4d77.6446968!16s%2Fg%2F11w3f1nhhw!19sChIJXR2-kJkVrjsR8vMYj6izfnY?authuser=0&hl=en&rclk=1,https://www.goodworklabs.com/contact-us/,https://in.linkedin.com/company/goodworklabs-services-private-limited,['contact@goodworklabs.com']
Drongo AI,09448271544,https://www.google.com/maps/place/Drongo+AI/data=!4m7!3m6!1s0x3bae15fb1b37c081:0xcb987855ae06cfea!8m2!3d12.9584109!4d77.571454!16s%2Fg%2F11n11r7n1h!19sChIJgcA3G_sVrjsR6s8GrlV4mMs?authuser=0&hl=en&rclk=1,http://drongoai.com/,https://in.linkedin.com/company/drongo-ai,"['p.vajapeyam@gmail.com', 'Email: *****@drongoai.com']"
DBiz.ai,Not present on google business profiles,https://www.google.com/maps/place/DBiz.ai/data=!4m7!3m6!1s0x3bae150016c4e84f:0x25d3d66f13f406ce!8m2!3d12.9150624!4d77.6367417!16s%2Fg%2F11vst496_n!19sChIJT-jEFgAVrjsRzgb0E2_W0yU?authuser=0&hl=en&rclk=1,https://dbiz.ai/,https://in.linkedin.com/company/dbizsolutions,"['info@dbizsolution.com', 'info@dbizsolution', 'johnnyvinod@gmail.com', 'Email ID: *****@dbizsolution.com']"
Otomeyt,Not present on google business profiles,https://www.google.com/maps/place/Otomeyt/data=!4m7!3m6!1s0x3bae157c0c508179:0x91efffe3d56346a2!8m2!3d12.9389572!4d77.6095217!16s%2Fg%2F11fktfy90v!19sChIJeYFQDHwVrjsRokZj1eP_75E?authuser=0&hl=en&rclk=1,http://www.otomeyt.ai/,Not found,"['finance.pw@apar.com', 'First.L@otomeyt.ai', 'v***@otomeyt.ai']"
MNP Technologies | Best Devops| SAP | AWS| AI Software Training Institute in Marathahalli Bangalore,07259912345,https://www.google.com/maps/place/MNP+Technologies+%7C+Best+Devops%7C+SAP+%7C+AWS%7C+AI+Software+Training+Institute+in+Marathahalli+Bangalore/data=!4m7!3m6!1s0x3bae1379afbc7f79:0x4fc72717dbe6bf0e!8m2!3d12.9583415!4d77.700836!16s%2Fg%2F11hht17p79!19sChIJeX-8r3kTrjsRDr_m2xcnx08?authuser=0&hl=en&rclk=1,https://mnptechnologies.com/contact/,Not found,"['info@mnptechnologies.com', 'mayankt.iitkgp@gmail.com']"
Raksham AI (NAMMARAKSHAM AI LLP),Not present on google business profiles,https://www.google.com/maps/place/Raksham+AI+%28NAMMARAKSHAM+AI+LLP%29/data=!4m7!3m6!1s0x27cdf299061732b:0x483277d14b529ef9!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11yf2ymy36!19sChIJK3NhkCnffAIR-Z5SS9F3Mkg?authuser=0&hl=en&rclk=1,https://raksham.ai/,Not found,"['contact@raksham.in', 'contact@raksham.ai']"
CustomerGlu - India Office,09626937819,https://www.google.com/maps/place/CustomerGlu+-+India+Office/data=!4m7!3m6!1s0x3bae14b02d1007bf:0xa27a0bf51142d8e0!8m2!3d12.9146851!4d77.6333283!16s%2Fg%2F11c2y5259m!19sChIJvwcQLbAUrjsR4NhCEfULeqI?authuser=0&hl=en&rclk=1,https://www.customerglu.com/,Not found,"['cs@customerglu.net', 'Email ID: *****@customerglu.net', 'prateek@customerglu.net']"
OptIQ.AI,08791414853,https://www.google.com/maps/place/OptIQ.AI/data=!4m7!3m6!1s0x3bae15b899d5865b:0x8c68d50d5f83f8e7!8m2!3d12.915634!4d77.644557!16s%2Fg%2F11s7z17gy6!19sChIJW4bVmbgVrjsR5_iDXw3VaIw?authuser=0&hl=en&rclk=1,https://www.optiq.ai/,Not found,"['contact@optiq.ai', 'Email ID: *****@optiq.ai']"
Senthil AI Innovations Private Limited,07406230303,https://www.google.com/maps/place/Senthil+AI+Innovations+Private+Limited/data=!4m7!3m6!1s0xa6e7a54ed2b54dc9:0xb843824cc62116e!8m2!3d12.086246!4d78.5976499!16s%2Fg%2F11x18s1jl_!19sChIJyU210k6l56YRbhFizCQ4hAs?authuser=0&hl=en&rclk=1,https://saii.co.in/,Not found,"['contact@saii.co.in', 'Lalita.s@saiiresorts.com', 'ashok.andavarapu@hotlook.com', 'saii@blockfi.com', 'dpksharma1818@gmail.com', 'saii@saiiag.co.uk']"
"FuGenX Technologies - Best Mobile App Development Company in Bangalore, India",04067918888,"https://www.google.com/maps/place/FuGenX+Technologies+-+Best+Mobile+App+Development+Company+in+Bangalore,+India/data=!4m7!3m6!1s0x3bae14fc196112db:0x68e6574e7f2d7302!8m2!3d12.9148685!4d77.58647!16s%2Fg%2F123360ff3!19sChIJ2xJhGfwUrjsRAnMtf05X5mg?authuser=0&hl=en&rclk=1",https://fugenx.com/,Not found,"['info@fugenx.com', 'Connect with Our Experts Nowinfo@fugenx.com', ""first '.' last_initial@fugenx.com""]"
AIAIOO Labs,07760580015,https://www.google.com/maps/place/AIAIOO+Labs/data=!4m7!3m6!1s0x3bae165ebe7f2f33:0x1caa14674806f1bd!8m2!3d12.994407!4d77.6029345!16s%2Fg%2F1tfbg536!19sChIJMy9_vl4WrjsRvfEGSGcUqhw?authuser=0&hl=en&rclk=1,http://www.aiaioo.com/,Not found,"['sales@aiaioo.com', 'cohan@aiaioo.com', 'name@aiaioo.com', 'xxxx@aiaioo.com']"
E3 Technologies Pvt Ltd ( E3 Electric.Ai),Not present on google business profiles,https://www.google.com/maps/place/E3+Technologies+Pvt+Ltd+%28+E3+Electric.Ai%29/data=!4m7!3m6!1s0x24045bd88f6558eb:0x6e0e19392e1ddfab!8m2!3d12.8421838!4d77.6692618!16s%2Fg%2F11wn7t3b69!19sChIJ61hlj9hbBCQRq98dLjkZDm4?authuser=0&hl=en&rclk=1,https://www.e3electric.ai/,Not found,"['Email ID: *****@e3space.com', 'FLast@e3electric.com']"
Frinks AI,Not present on google business profiles,https://www.google.com/maps/place/Frinks+AI/data=!4m7!3m6!1s0x3bae1524ec0ffd05:0x89d23895d7de0a63!8m2!3d12.912961!4d77.6530232!16s%2Fg%2F11trp4q51m!19sChIJBf0P7CQVrjsRYwre15U40ok?authuser=0&hl=en&rclk=1,https://frinks.ai/,Not found,"['contact@frinks.ai', 'aditya@frinks.ai', 'aditya@frinks.in']"
ContraVault AI,Not present on google business profiles,https://www.google.com/maps/place/ContraVault+AI/data=!4m7!3m6!1s0x281dd5e9c4222bd5:0x910c5efa2cce9b7f!8m2!3d40.266869!4d147.708913!16s%2Fg%2F11x8z6m2yt!19sChIJ1SsixOnVHSgRf5vOLPpeDJE?authuser=0&hl=en&rclk=1,https://www.contravault.com/,Not found,"['contact@support.com', 'isha@contravault.com', 'Email ID: *****@contravault.com']"
AloftLabs Ai Technologies,06374154889,https://www.google.com/maps/place/AloftLabs+Ai+Technologies/data=!4m7!3m6!1s0x6d669c1d4867d24b:0xc9c7e5213ea89e32!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11lf0t1shf!19sChIJS9JnSB2cZm0RMp6oPiHlx8k?authuser=0&hl=en&rclk=1,https://www.aloftlabsai.com/,Not found,"['employer@internshala.com', 'support@aloftmail.com']"
Slideoo AI,Not present on google business profiles,https://www.google.com/maps/place/Slideoo+AI/data=!4m7!3m6!1s0x3bae15a2a577f8b9:0xf32e7454b71b7cc8!8m2!3d12.9090582!4d77.635253!16s%2Fg%2F11w92d2n4_!19sChIJufh3paIVrjsRyHwbt1R0LvM?authuser=0&hl=en&rclk=1,https://slideoo.ai/,Not found,"['contact@slideoo.ai', 'Email ID: *****@slideoo.ai', ""Jasbir Singh's personal email address is ***@gmail.com"", 'Email : *****r@slideoo.ai', 'Email: *****@slideoo.ai']"
Slidely AI,08003115061,https://www.google.com/maps/place/Slidely+AI/data=!4m7!3m6!1s0x3bae150c66b647d9:0x114cd1f79a24d163!8m2!3d12.9007095!4d77.6504696!16s%2Fg%2F11wj4nzk0c!19sChIJ2Ue2ZgwVrjsRY9EkmvfRTBE?authuser=0&hl=en&rclk=1,https://www.slidely.ai/,Not found,"['support@liquidmind.ai', 'support@magicslides.app']"
Prodoc AI,07022890888,https://www.google.com/maps/place/Prodoc+AI/data=!4m7!3m6!1s0x3bae11e88165eca9:0x8d5408ca597ae3bc!8m2!3d12.9900645!4d77.7029111!16s%2Fg%2F11v3_07x6k!19sChIJqexlgegRrjsRvON6WcoIVI0?authuser=0&hl=en&rclk=1,https://prodoc.ai/,Not found,"['Email ID: legal@prodoc.io', 'info@prodoc.ai']"
LimeChat,08882031348,https://www.google.com/maps/place/LimeChat/data=!4m7!3m6!1s0x390cdd531dfcaaed:0xf1e7e8356c7de9dc!8m2!3d12.9087158!4d77.6502641!16s%2Fg%2F11rb9lg9x4!19sChIJ7ar8HVPdDDkR3Ol9bDXo5_E?authuser=0&hl=en&rclk=1,https://limechat.ai/,Not found,"['legal@limechat.ai', 'support@limechat.ai', 'aniket@limechat.ai', 'xxxx@limechat.ai']"
OpenIntervue - Best AI Powered Automated Recruitment Platform,Not present on google business profiles,https://www.google.com/maps/place/OpenIntervue+-+Best+AI+Powered+Automated+Recruitment+Platform/data=!4m7!3m6!1s0x2171abd00ea37eeb:0x4a4154a599d0f5ac!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11sv55w5jv!19sChIJ636jDtCrcSERrPXQmaVUQUo?authuser=0&hl=en&rclk=1,https://openintervue.com/demo,Not found,[]
Asama.ai,Not present on google business profiles,https://www.google.com/maps/place/Asama.ai/data=!4m7!3m6!1s0x3bae137041a70dff:0x35686b1fc03069fd!8m2!3d12.9327764!4d77.6834966!16s%2Fg%2F11w999nm8k!19sChIJ_w2nQXATrjsR_WkwwB9raDU?authuser=0&hl=en&rclk=1,http://www.asama.ai/,Not found,[]
snapshare ai,09895908840,https://www.google.com/maps/place/snapshare+ai/data=!4m7!3m6!1s0xf78153d1888c731:0x48948ed8a7610569!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11w7lml5fr!19sChIJMceIGD0VeA8RaQVhp9iOlEg?authuser=0&hl=en&rclk=1,https://snapsshare.com/,Not found,[]
Tech Active Solutions (India) Private Limited,08041213190,https://www.google.com/maps/place/Tech+Active+Solutions+%28India%29+Private+Limited/data=!4m7!3m6!1s0x3bae15e61d5cbe51:0x4cee49f0163b7792!8m2!3d12.9168777!4d77.6151167!16s%2Fg%2F1hjh1wqz1!19sChIJUb5cHeYVrjsRknc7FvBJ7kw?authuser=0&hl=en&rclk=1,https://www.rokkun.io/,Not found,[]
Briqlabs - Tailored AI for your business,Not present on google business profiles,https://www.google.com/maps/place/Briqlabs+-+Tailored+AI+for+your+business/data=!4m7!3m6!1s0x40b570b420eb1767:0xa0d095099db31efd!8m2!3d45.0503999!4d-47.8023207!16s%2Fg%2F11lv63nvdd!19sChIJZxfrILRwtUAR_R6znQmV0KA?authuser=0&hl=en&rclk=1,https://briqlabs.com/,Not found,[]
Symbiosis AI,Not present on google business profiles,https://www.google.com/maps/place/Symbiosis+AI/data=!4m7!3m6!1s0x93c940d567a51b1:0xce9afd188db29e95!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11wn7ldf77!19sChIJsVF6Vg2UPAkRlZ6yjRj9ms4?authuser=0&hl=en&rclk=1,https://symbiosistech.ai/,Not found,[]
